input,code,reference_category
OFFICE CLERK,1411,Clerk
ACCOUNTING CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
DEPUTY JUDICIAL CLERK,1416,Clerk
DEPUTY CLERK,1416,Clerk
OFFICE CLERK,1243,Clerk
TEMMIS CLERK,1422,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTING CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
"ACCOUNTS PAYABLE, PAYROLL CLERK",1431,Clerk
ACCOUNTS RECEIVABLE AND PAYABLE ADMINISTRATIVE CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
CONVENIENCE STORE CLERK,6421,Clerk
FINANCE CLERK,1431,Clerk
FINANCE CLERK,1431,Clerk
INVENTORY CLERK,1524,Clerk
DATA ENTRY CLERK,1422,Clerk
CLERK,1411,Clerk
DELI CLERK,6421,Clerk
OFFICE CLERK,1243,Clerk
PASSPORT OFFICE CLERK,1452,Clerk
OFFICE CLERK,1411,Clerk
"POSTAL CLERK, COUNTER PERSON",1511,Clerk
POST OFFICE CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
CLERK,6741,Clerk
OFFICE CLERK,1411,Clerk
POST OFFICE CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
PAYROLL CLERK,1432,Clerk
PAYROLL CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
CLERK,6421,Clerk
UNIT CLERK,1243,Clerk
WORD DATA PROCESSING CLERK II,1411,Clerk
OFFICE CLERK,1411,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
accounts payable clerk,1431,Clerk
OFFICE CLERK,1411,Clerk
"OFFICE CLERK, RECEPTIONIST",1411,Clerk
ACCOUNTS RECEIVABLE CLERK,1431,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
CLERK,1451,Clerk
CLERK,1411,Clerk
RETAIL CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1243,Clerk
CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK III,1243,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
CLERK III,1243,Clerk
SALES CLERK,6421,Clerk
SALES CLERK OF WOMENS CLOTHING,6421,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1243,Clerk
POST OFFICE CLERK,1511,Clerk
AUTHORIZED DEALER POSTAL CLERK,1511,Clerk
MILITARY OFFICE CLERK,1411,Clerk
FILE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
UNIT CLERK,1411,Clerk
CLERK,1411,Clerk
PAYMENT AND SERVICES DELIVERY CLERK,999,Clerk
PROGRAM DELIVERY SERVICE CLERK,1411,Clerk
CLERK 3,1422,Clerk
UNIT CLERK,1243,Clerk
UNIT CLERK,1243,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
GENERAL MERCHANDISE CLERK,6421,Clerk
CLERK,6421,Clerk
CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1411,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
STORE CLERK,6421,Clerk
LIBRARY CLERK,1451,Clerk
ACCOUNTING CLERK,1431,Clerk
MEDICAL UNIT CLERK,1243,Clerk
UNIT CLERK,1243,Clerk
BILLING CLERK,1431,Clerk
OFFICE CLERK,1243,Clerk
DATA ENTRY CLERK,1422,Clerk
ACCOUNTS RECEIVABLE CLERK,1431,Clerk
ACCOUNTS RECEIVABLE CLERK,1431,Clerk
ACCOUNTS RECEIVABLES CLERK,1431,Clerk
RETAIL CLERK,6421,Clerk
DATA CLERK,1422,Clerk
CASHIER CLERK,6611,Clerk
UNIT CLERK,1243,Clerk
SALES CLERK,6421,Clerk
"OFFICE MANAGER,  BILLING CLERK",1221,Clerk
STOCK CLERK,6622,Clerk
RETAIL CLERK,6421,Clerk
POSTAL CLERK,1511,Clerk
CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
DELI CLERK,6421,Clerk
ACCOUNTING CLERK,1431,Clerk
"OFFICE ASSISTANT, ACCOUNTS RECEIVABLE CLERK",1431,Clerk
GROCERY CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
LIBRARY CLERK,1451,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1243,Clerk
OFFICE CLERK,1243,Clerk
CLERK-CASHIER,6611,Clerk
UTILITY CLERK,1411,Clerk
ADMINISTRATIVE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1243,Clerk
OFFICE CLERK,1243,Clerk
account clerk,6611,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
"BILLING CLERK, MEDICAL SECRETARY",1243,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
GROCERY CLERK,6622,Clerk
CLERK TYPIST,1411,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
ADMINISTRATIVE SUPPORT CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
DISTRIBUTION CLERK,1521,Clerk
OFFICE CLERK,1411,Clerk
HEALTH RECORDS CLERK,1411,Clerk
HEALTH RECORDS CLERK,1411,Clerk
ACCOUNTS CLERK,1431,Clerk
ACCOUNTING CLERK,1431,Clerk
BINDERY CLERK,9473,Clerk
BINDERY CLERK,9473,Clerk
COURT JUDICIAL CLERK,1416,Clerk
OFFICE CLERK,1411,Clerk
sales account clerk,1431,Clerk
"RECEPTIONIST, OFFICE CLERK",1414,Clerk
CATALOGUE SALES CLERK,6421,Clerk
CATALOGUE CLERK,6421,Clerk
COURTESY CLERK,6421,Clerk
COURTESY CLERK AT GROCERY STORE,6421,Clerk
SENIOR MEDICAL RECORDS AND BILLING CLERK,1411,Clerk
MEDICAL RECORDS AND BILLING CLERK,1243,Clerk
MEDICAL UNIT CLERK,1243,Clerk
INVENTORY CLERK,1524,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
ADMINISTRATIVE CLERK II,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
"OFFICE CLERK 
",1411,Clerk
"TRANSCRIBER, CLERK TYPIST",1251,Clerk
HOSPITAL CLERK,1243,Clerk
RETAIL SALES CLERK,6421,Clerk
"MUNICIPAL CLERK, BOOKKEEPER",1311,Clerk
MUNICIPAL CLERK,1411,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
ADMINISTRATIVE CLERK,1411,Clerk
"ADMISSIONS CLERK,  BOOKKEEPER",1311,Clerk
OFFICE CLERK,1411,Clerk
SENIOR JUDICIAL CLERK,1416,Clerk
SCHEDULING CLERK,1523,Clerk
SCHEDULING CLERK,1523,Clerk
SENIOR RETAIL LENDING ADMINISTRATION CLERK,1434,Clerk
CLERK,1511,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
"RECORDS COORDINATOR, ADMINISTRATIVE SUPPORT CLERK II",1253,Clerk
ACCOUNTING CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK DISPATCHER,1525,Clerk
UNIT CLERK II,1243,Clerk
CONVENIENCE STORE CLERK,6421,Clerk
SALES CLERK,6421,Clerk
OFFICE ADMINISTRATION CLERK,1411,Clerk
STUDENT ASSISTANT CLERK,999,Clerk
OFFICE CLERK,1411,Clerk
DATA ENTRY CLERK,1422,Clerk
POSTAL CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
FIRES Data Entry Clerk,1422,Clerk
HEALTH RECORDS CLERK,1411,Clerk
CLERK,1243,Clerk
"OFFICE CLERK,  DISPATCHER, OPERATOR",1525,Clerk
OFFICE CLERK,1411,Clerk
LOAN CLERK,1434,Clerk
COURTESY CLERK,6421,Clerk
COURTESY CLERK,6421,Clerk
"OFFICE CLERK, UNDERWRITING",1434,Clerk
OFFICE CLERK,1243,Clerk
PAYABLES CLERK,1431,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
MEDICAL BILLING CLERK,1243,Clerk
HARDWARE CLERK,6421,Clerk
HOSPITAL WARD CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
word data clerk,1411,Clerk
CASUAL CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
POSTAL CLERK,1511,Clerk
HEALTH RECORDS CLERK,1411,Clerk
CLERK IV,1243,Clerk
RURAL ACCOUNTING CLERK,1431,Clerk
admitting clerk,1414,Clerk
OFFICE CLERK - CLAIMS ADJUDICATOR,1434,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
DATA ENTRY CLERK,1422,Clerk
FRONT DESK CLERK,1243,Clerk
VAULT CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK TYPIST,1411,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1243,Clerk
POSTAL CLERK,1511,Clerk
CLERK,1511,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
JUNIOR ENROLLMENT CLERK,1221,Clerk
STORE STOCK CLERK,6622,Clerk
SALES CLERK,6421,Clerk
RECEIVING CLERK,1422,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
ADMINISTRATION AND DATA ENTRY CLERK,1422,Clerk
UNIT CLERK,1243,Clerk
DELI CLERK,6421,Clerk
DATA ENTRY CLERK,1422,Clerk
ACCOUNTING CLERK,1431,Clerk
ACCOUNTING CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
INSURANCE CLERK,1434,Clerk
DELI CLERK,6421,Clerk
GENERAL CLERK,6421,Clerk
SALES CLERK,6421,Clerk
FILE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
"CLERK,  PAYROLL,",1432,Clerk
OFFICE CLERK,1411,Clerk
ADMITTING CLERK,1414,Clerk
OFFICE CLERK,1434,Clerk
UNIT CLERK,1243,Clerk
CLERK II,1243,Clerk
CLERK BOOKKEEPER,1311,Clerk
ACCOUNTING CLERK,1431,Clerk
ACCOUNTING CLERK,1431,Clerk
UNIT CLERK,1243,Clerk
PRODUCE CLERK,6421,Clerk
OFFICE CLERK,1243,Clerk
ACCOUNTING CLERK,1431,Clerk
DATA ENTRY CLERK,1422,Clerk
CLERK II,1411,Clerk
CLERK,1411,Clerk
MAJOR CRIME CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
OFFICE CLERK,1243,Clerk
RETAIL CLERK,6421,Clerk
PLANT CLERK TWO,1411,Clerk
HUMAN RESOURCES JUNIOR CLERK,1415,Clerk
OFFICE CLERK,1411,Clerk
BOOKING CLERK,1243,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
RETRO FIT CLERK,999,Clerk
"DIVISION ADMINISTRATOR, OFFICE CLERK",1241,Clerk
DELI PRODUCTION CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
INVENTORY CONTROL CLERK,1524,Clerk
"SCHEDULING ASSISTANT,  OFFICE CLERK",1243,Clerk
CUSTOMER SERVICE CLERK,6421,Clerk
"SORTER, POSTAL CLERK",1511,Clerk
STORE CLERK,6421,Clerk
"CLERK, CASHIER",6611,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
MOTOR VEHICLES CLERK,1422,Clerk
HEALTH RECORD CLERK,1411,Clerk
HEALTH RECORDS CLERK,1411,Clerk
HEALTH RECORDS CLERK,1411,Clerk
CLERK TYPIST,1411,Clerk
CLERK TYPIST,1411,Clerk
RETAIL CLERK,6421,Clerk
FILE CLERK,1411,Clerk
PAYMENT CLERK,1431,Clerk
MEDICAL PAYMENT CLERK,1243,Clerk
POSTAL CLERK,1511,Clerk
BENEFITS CARRIER CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
POSTAL CLERK,1511,Clerk
CLERK  CASHIER,6611,Clerk
REGISTRATION CLERK,1414,Clerk
POSTAL CLERK,1511,Clerk
JUDICIAL CLERK FOUR,1416,Clerk
OFFICE CLERK,1411,Clerk
UTILITY CLERK,6711,Clerk
DELICATESSEN UTILITY CLERK,6421,Clerk
DELICATESSAN SERVICE CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1411,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
STORE CLERK,6421,Clerk
GROCERY CLERK,6622,Clerk
ADMINISTRATIVE OFFICE CLERK,1411,Clerk
MEAT CLERK,6421,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
CLERK TYPIST IN OFFICE,1411,Clerk
OFFICE CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
COURTESY CLERK,6421,Clerk
TELLER & CLERK,6551,Clerk
OFFICE CLERK,1411,Clerk
STORE CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
BILLING   EXPORT CLERK,1422,Clerk
UNIT CLERK,1243,Clerk
BOOKING CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
Utility clerk,6733,Clerk
POSTAL CLERK,1511,Clerk
"OFFICE CLERK, SECRETARY TREASURER",111,Clerk
STORE CLERK,6421,Clerk
MEAT CLERK,6421,Clerk
OFFICE CLERK - PAYROLL ADMINISTRATOR,1432,Clerk
REC PAYROLL CLERK,1432,Clerk
CLERK,6611,Clerk
INFLUENZA CLERK,1243,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
SALES CLERK,6421,Clerk
RETAIL CLERK,6421,Clerk
ACCOUNTING CLERK,1431,Clerk
VARIETY CLERK,6421,Clerk
UNIT CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
FRONT DESK CLERK,6525,Clerk
OFFICE CLERK,1411,Clerk
DELI CLERK,6421,Clerk
"TRAVEL AGENT OWNER,  AND STORE CLERK",6521,Clerk
VARIETY CLERK,6421,Clerk
STORE CLERK,6421,Clerk
CLERK,1422,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
NIGHT CLERK,1422,Clerk
"CLERK II,  ADMINISTRATION SUPPORT",1411,Clerk
SENIOR ACCOUNT CLERK,1434,Clerk
CLERK,1411,Clerk
HEALTH RECORDS CLERK,1411,Clerk
SALES CLERK,6421,Clerk
CASHIER CLERK,6611,Clerk
OFFICE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
CLERK TYPIST,1411,Clerk
CLERK TYPIST,1411,Clerk
INVENTORY CLERK,1524,Clerk
OFFICE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
GROCERY CLERK,6421,Clerk
MEDICAL UNIT CLERK,1243,Clerk
CONVENIENCE STORE CLERK,6421,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
RETAIL CLERK,6421,Clerk
ACCOUNTING CLERK,1431,Clerk
SALES CLERK,6421,Clerk
"OFFICE CLERK, BOOKKEEPER",1311,Clerk
GROCERY CLERK,6622,Clerk
GROCERY CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
EXECUTIVE CLERK,1411,Clerk
PARTS CLERK,1522,Clerk
OFFICE AND PAYROLL CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
DATA ENTRY CLERK,1422,Clerk
SALES ASSOCIATE CLERK,6421,Clerk
FRONT DESK CLERK,6525,Clerk
POSTAL CLERK,1511,Clerk
UNIT CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1243,Clerk
INVENTORY CLERK AND SHIPPING RECEIVING,1524,Clerk
SALES CLERK,6421,Clerk
ACCOUNTING CLERK,1431,Clerk
MUNICIPAL CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
FACILITY CLERK,3413,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
GENERAL CLERK,6421,Clerk
"GENERAL CLERK, SUPERVISOR",6211,Clerk
CLERK,1511,Clerk
"OFFICE CLERK,  FINANCIAL SYSTEM ANALYST",1411,Clerk
CLERK 1,1411,Clerk
CLERK - SUPERVISOR,6314,Clerk
OFFICE CLERK,1411,Clerk
RECORDS CLERK,1411,Clerk
administrative clerk IV,1411,Clerk
CLERK 3,1431,Clerk
OFFICE CLERK,1411,Clerk
SERVICE SUPPLY CLERK,1524,Clerk
DISTRIBUTION CLERK,1521,Clerk
insurance clerk,1434,Clerk
OFFICE CLERK,1411,Clerk
MEDICAL CLERK IV,1243,Clerk
CLERK IV MEDICAL,1243,Clerk
CLERK SCHEDULER / HOSPITAL PAYROLL FOR REGITERED NURSES & SCHEDULE,1243,Clerk
OFFICE CLERK,1411,Clerk
MEDICAL OFFICE CLERK,1243,Clerk
REGISTRATION CLERK,1414,Clerk
LIBRARY CLERK,1451,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
RETAIL CLERK,6421,Clerk
ACCESS CONTROL CLERK,1243,Clerk
REGISTRATION CLERK,1414,Clerk
ACCOUNTING CLERK 2,1431,Clerk
ACCOUNTING PAYROLL CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
STORE CLERK,6421,Clerk
CLERK,1411,Clerk
CUSTOMER SERVICE CLERK,6421,Clerk
CUSTOMER SERVICE CLERK,6421,Clerk
PAYROLL CLERK,1432,Clerk
PAYROLL CLERK,1432,Clerk
CLERK,1243,Clerk
GROCERY CLERK,6421,Clerk
CLERK III,1411,Clerk
"CLERK,  BOOKKEEPER",1311,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
LIQUOR LICENSING CLERK,1452,Clerk
LICENSING CLERK,1452,Clerk
REGISTRATION CLERK,1414,Clerk
REGISTRATION CLERK II,1414,Clerk
REGISTRY CLERK DATA ENTRY,1422,Clerk
clerk typist,1411,Clerk
"MEDICAL OFFICE ASSISTANT, UNIT CLERK",1243,Clerk
DATA ENTRY CLERK,1422,Clerk
CUSTOMER SERVICE CLERK,6552,Clerk
CLERK III,1243,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTING OFFICE ADMINISTRATIVE CLERK,1241,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTING CLERK,1431,Clerk
BENEFITS PAYROLL CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
CLERK AND RETAIL BUYER,6222,Clerk
POSTAL CLERK IN A POST OFFICE,1511,Clerk
OFFICE CLERK,1411,Clerk
AR CLERK,1431,Clerk
FINANCIAL REVIEW CLERK,1434,Clerk
FINANCIAL REVIEW CLERK,1434,Clerk
POSTAL CLERK,1511,Clerk
FILE MAINTENANCE CLERK,1411,Clerk
FILE MAINTENANCE CLERK,1411,Clerk
FILE MAINTENANCE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
POSTAL CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
"UNIT CLERK, SECRETARY",1411,Clerk
INVESTIGATIONS CLERK,1411,Clerk
"ADMINISTRATION, OFFICE CLERK",1411,Clerk
ACCOUNTS RECEIVABLE CLERK,1431,Clerk
OFFICE CLERK & SUBSTITUTE TEACHER,4032,Clerk
FACILITY CLERK,3413,Clerk
OFFICE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
GROCERY CLERK,6421,Clerk
CLERK III IMMIGRATION,1228,Clerk
CLERK III,1243,Clerk
UNIT CLERK,1243,Clerk
INVENTORY CLERK,1524,Clerk
FILE MAINTENANCE CLERK,1411,Clerk
CLERK-CASHIER,6611,Clerk
"OFFICE CLERK, RECEPTIONIST",1411,Clerk
CLERK,1411,Clerk
LIBRARY CLERK,1451,Clerk
LIBRARY CLERK,1451,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK,6421,Clerk
BOOKING CLERK,1243,Clerk
"SALES, OFFICE CLERK",1411,Clerk
"OFFICE CLERK,  ADMINISTRATIVE ASSISTANT",1243,Clerk
STAFFING CLERK,1415,Clerk
POSTAL CLERK,1511,Clerk
POST OFFICE CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
CLERK,999,Clerk
BAKERY CLERK (SALES),6421,Clerk
FLOOR CLERK,6421,Clerk
SALES FLOOR CLERK,6421,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
BANK ADMINISTRATIVE CLERK,6551,Clerk
SALES CLERK,6421,Clerk
PAY AND BENEFITS CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
FRONT DESK CLERK,1414,Clerk
FILE CLERK,1411,Clerk
"BRANCH OFFICE ADMINISTRATOR, CLERK",1434,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
CIRCULATION CLERK,1451,Clerk
PAYROLL CLERK,1432,Clerk
CUSTOMER SERVICE CLERK,6552,Clerk
OFFICE CLERK,1411,Clerk
OPTHALMIC TECHNICIAN CLERK,3237,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1243,Clerk
DEAL DESK CLERK,1431,Clerk
UNIT CLERK,1411,Clerk
OFFICE CLERK,1243,Clerk
ADMINISTRATIVE CLERK,1414,Clerk
CLERK,1243,Clerk
DATA ENTRY CLERK,1422,Clerk
OFFICE CLERK- ADMITTING DEPARTMENT HOSPITAL,1414,Clerk
OFFICE CLERK,1411,Clerk
FIELD CLERK,1411,Clerk
RETAIL CLERK,6421,Clerk
ACCOUNTING CLERK,1431,Clerk
PAYROLL CLERK,1432,Clerk
OFFICE CLERK,1411,Clerk
HEALTH RECORDS CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
UNIT CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
OFFICE CLERK,1243,Clerk
ACCOUNTING CLERK,1431,Clerk
ACCOUNTING CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
ADMINISTRATIVE CLERK,1414,Clerk
PRODUCE CLERK,6421,Clerk
UNIT CLERK,1243,Clerk
INVENTORY CLERK,1524,Clerk
FINANCE CLERK,1431,Clerk
BILLING CLERK,1431,Clerk
CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
WICKET CLERK FOR POSTAL COMPANY,1511,Clerk
CLERK III,1243,Clerk
SENIOR FINANCIAL CLERK,1434,Clerk
SENIOR FINANCIAL CLERK,1434,Clerk
ACCOUNTS CLERK,1431,Clerk
sales clerk,6421,Clerk
SALES CLERK,6421,Clerk
CLERK,1422,Clerk
PATIENT REGISTRATION CLERK,1414,Clerk
OFFICE CLERK,1411,Clerk
HEALTH CLINIC CLERK,1243,Clerk
OFFICE ACCOUNTS PAYABLE CLERK,1431,Clerk
BAKERY CLERK (BAKER),6332,Clerk
BAKERY CLERK,6421,Clerk
RETAIL CLERK,6421,Clerk
CLERK,1411,Clerk
JUNIOR EXAMS CLERK,1221,Clerk
CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
HEALTH CLINIC CLERK,1243,Clerk
RECEPTIONIST APPOINTMENT CLERK,1414,Clerk
OFFICE CLERK,1411,Clerk
POSTMISTRESS CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
STORE CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
CLERK 2,1414,Clerk
JUDICIAL CLERK,1416,Clerk
OFFICE CLERK,1411,Clerk
POST OFFICE CLERK,1511,Clerk
OFFICE CLERK,1411,Clerk
"OFFICE CLERK,  SECRETARY",1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK II HEALTH RECORDS,1411,Clerk
ORDERING CLERK,1524,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTING CLERK,1431,Clerk
OFFICE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
CLERK III,1243,Clerk
CLERK,1243,Clerk
SALES CLERK,6421,Clerk
SALES RENTAL CLERK,6421,Clerk
DELI CLERK,6421,Clerk
RETAIL CLERK,6421,Clerk
FILE CLERK,1411,Clerk
INFORMATION CLERK,6552,Clerk
MAMMOGRAPHY OFFICE CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
clerk cashier,6611,Clerk
RECEIVING CLERK,6421,Clerk
CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
SALES CLERK,6421,Clerk
POSTAL CLERK,1511,Clerk
CLERK,1411,Clerk
PATIENT REGISTRATION CLERK,1243,Clerk
ADMITTING CLERK,1414,Clerk
CLERK II,1243,Clerk
BED PLACEMENT CLERK,1243,Clerk
"OFFICE CLERK, RECEPTIONIST",1414,Clerk
OFFICE CLERK,1411,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
POSTAL CLERK,1511,Clerk
POSTAL CLERK,1511,Clerk
AUDIT CLERK,1431,Clerk
SALES CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
POSTAL CLERK,1511,Clerk
UNIT CLERK,1243,Clerk
OFFICE SERVICES CLERK,1411,Clerk
"OFFICE CLERK, VIDEO CONFERENCE TECHNICIAN",2242,Clerk
LIBRARY & RECORDS CLERK,1451,Clerk
LABORATORY MONITOR OFFICE CLERK,2282,Clerk
CENTRE CLERK,1243,Clerk
"BOOKKEEPER, OFFICE CLERK",1311,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
ACCOUNTS PAYABLE CLERK,1431,Clerk
RETAIL CLERK,6421,Clerk
INVENTORY CLERK ASSISTANT,1524,Clerk
FRONT DESK CLERK,1414,Clerk
CLERK,1243,Clerk
COURTESY CLERK - GROCERY STORE,6622,Clerk
unit clerk,1243,Clerk
"UNIT CLERK, CUSTOMER REPRESENTATIVE",1243,Clerk
RETAIL CLERK,6421,Clerk
CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
"CLERK, RECEPTIONIST",1243,Clerk
OFFICE CLERK,1243,Clerk
ORDER DESK CLERK,1422,Clerk
OFFICE CLERK-ACCOUNTING,1431,Clerk
WAREHOUSE CLERK,7452,Clerk
STORE CLERK,6421,Clerk
HOSPITAL UNIT CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
FOREIGN WORKER CLERK,1411,Clerk
OFFICE CLERK,1411,Clerk
CLERK,1243,Clerk
CLERK,1243,Clerk
OFFICE CLERK,1411,Clerk
UNIT CLERK,1243,Clerk
UNIT CLERK ADMITTING CLERK,1414,Clerk
CLERK,6421,Clerk
CLERK,6421,Clerk
OFFICE CLERK,1411,Clerk
